WAVELENGTH,FLUX,ERROR
828.193,0.4219,0.1910
828.383,1.0432,0.2512
828.574,0.6964,0.1893
828.765,0.6596,0.2846
828.956,1.1380,0.6896
829.147,1.0690,0.3558
829.338,0.8963,0.3003
829.529,0.8639,0.2801
829.720,0.8856,0.2033
829.911,0.7923,0.1768
830.102,0.7497,0.2885
830.293,0.8946,0.2305
830.484,0.9871,0.1922
830.675,0.8176,0.2192
830.867,0.4067,0.2178
831.058,0.3075,0.2278
831.249,0.5284,0.2033
831.441,0.8947,0.2839
831.632,0.8499,0.2760
831.824,0.7852,0.1994
832.015,0.7975,0.1923
832.207,0.5287,0.1965
832.399,1.3321,0.2081
832.590,0.9121,0.1954
832.782,0.8860,0.2545
832.974,0.4823,0.1973
833.166,0.6070,0.2129
833.358,0.6528,0.1948
833.549,0.6470,0.1816
833.741,0.9830,0.2212
833.933,1.3869,0.3398
834.125,1.1538,0.4048
834.317,0.5614,0.2133
834.510,0.7351,0.2352
834.702,0.4615,0.2729
834.894,1.0688,0.2825
835.086,0.8548,0.1703
835.279,1.0968,0.2722
835.471,0.8422,0.2325
835.663,0.5659,0.1623
835.856,1.1763,0.1837
836.048,0.8984,0.2599
836.241,0.7076,0.2122
836.433,0.6419,0.1678
836.626,0.8481,0.2283
836.819,0.9932,0.2470
837.011,0.8183,0.2202
837.204,0.6774,0.2479
837.397,1.0626,0.3171
837.590,0.8555,0.2338
837.783,0.7075,0.2277
837.976,0.4507,0.1833
838.169,1.0245,0.2409
838.361,0.8540,0.2454
838.555,0.7909,0.2211
838.748,0.8529,0.2099
838.941,1.1716,0.2770
839.134,0.5391,0.1758
839.327,1.1312,0.2559
839.521,0.6771,0.1991
839.714,0.6581,0.1975
839.907,0.7695,0.2005
840.101,0.7741,0.1839
840.294,1.4291,0.3935
840.488,0.6234,0.2004
840.681,0.7507,0.1753
840.875,1.0000,1.0000
841.068,0.4139,0.2319
841.262,1.0051,0.1917
841.456,0.5127,0.1705
841.650,0.6809,0.1980
841.843,0.9731,0.2588
842.037,0.6235,0.2178
842.231,1.0732,0.2372
842.425,0.5158,0.1556
842.619,0.7131,0.1957
842.813,0.6436,0.1603
843.007,0.8111,0.1931
843.201,0.6697,0.2548
843.396,0.7319,0.2396
843.590,0.8271,0.2466
843.784,1.1296,0.2407
843.978,0.8527,0.2034
844.173,0.9216,0.2375
844.367,0.6648,0.1587
844.562,0.8966,0.2423
844.756,0.4786,0.1842
844.951,0.4684,0.2209
845.145,0.4912,0.1718
845.340,0.8196,0.2707
845.534,0.9315,0.2744
845.729,0.4714,0.2177
845.924,0.5462,0.2234
846.119,0.8013,0.2238
846.314,0.4050,0.1718
846.509,0.5003,0.2034
846.703,0.4262,0.1824
846.898,0.6130,0.1668
847.093,0.3952,0.1680
847.289,0.5811,0.1903
847.484,0.5352,0.1763
847.679,0.6053,0.1807
847.874,0.8637,0.2604
848.069,0.7946,0.2491
848.265,0.4395,0.2173
848.460,0.5408,0.2059
848.655,0.7126,0.1742
848.851,0.7476,0.1807
849.046,0.5743,0.2235
849.242,0.8576,0.3458
849.437,0.7942,0.3008
849.633,0.4015,0.1743
849.829,0.5554,0.1626
850.024,0.8183,0.2049
850.220,0.8669,0.2968
850.416,0.8100,0.1957
850.612,0.5240,0.1777
850.808,0.4606,0.1590
851.003,1.0506,0.1781
851.199,0.6666,0.1693
851.396,0.7261,0.2807
851.591,0.3946,0.1621
851.788,0.5919,0.1832
851.984,0.9320,0.2844
852.180,0.5460,0.2744
852.376,0.3143,0.2063
852.573,0.6801,0.1679
852.769,0.7344,0.1825
852.965,0.9333,0.2017
853.162,0.7229,0.2019
853.358,0.6342,0.2252
853.555,0.6231,0.1904
853.751,0.8612,0.2086
853.948,0.6398,0.1631
854.144,0.7666,0.1524
854.341,0.7492,0.1787
854.538,0.9680,0.2728
854.735,0.6731,0.2046
854.932,0.6806,0.1548
855.128,0.4882,0.1633
855.325,0.7282,0.1818
855.522,0.8260,0.1796
855.719,0.9015,0.1670
855.916,0.8411,0.1603
856.113,0.8836,0.1918
856.311,0.7014,0.1583
856.508,0.5219,0.1525
856.705,0.5447,0.2875
856.902,0.8415,0.2107
857.100,0.7919,0.2001
857.297,0.9329,0.2099
857.494,0.5355,0.1906
857.692,0.6580,0.2004
857.889,0.5554,0.2005
858.087,1.0357,0.2086
858.285,0.9671,0.2010
858.482,0.5708,0.1489
858.680,0.5437,0.1615
858.878,0.6073,0.1637
859.076,0.8877,0.1584
859.273,0.7478,0.1708
859.471,0.6454,0.1599
859.669,0.8387,0.3867
859.867,0.5070,0.1819
860.065,0.6397,0.1375
860.263,0.5799,0.1379
860.461,0.6049,0.1327
860.659,0.5247,0.1285
860.858,0.5493,0.1563
861.056,0.5246,0.1244
861.254,0.5800,0.1190
861.452,0.3676,0.1221
861.651,0.6232,0.1491
861.849,0.5787,0.1199
862.048,0.6470,0.1195
862.246,0.5051,0.1493
862.445,0.4958,0.1326
862.643,0.3913,0.1137
862.842,0.4881,0.1442
863.041,0.6346,0.2727
863.240,0.5281,0.2130
863.438,0.7572,0.2170
863.637,0.6559,0.1422
863.836,0.4749,0.1476
864.035,0.8605,0.1622
864.234,1.0196,0.1726
864.433,0.5801,0.1477
864.632,0.4735,0.1220
864.831,0.5429,0.2051
865.030,0.7843,0.2417
865.229,0.7970,0.1372
865.429,0.7007,0.1728
865.628,0.4740,0.1382
865.827,0.3593,0.1180
866.027,0.4878,0.1298
866.226,0.3357,0.1307
866.426,0.5214,0.1381
866.625,0.3051,0.1416
866.825,0.8379,0.1667
867.024,0.5211,0.1036
867.224,0.8053,0.1365
867.424,0.5330,0.1182
867.624,0.5617,0.1287
867.823,0.4543,0.1409
868.023,0.6565,0.2058
868.223,0.4399,0.1560
868.423,0.3405,0.1067
868.623,0.3739,0.1503
868.823,0.5212,0.1057
869.023,0.3347,0.1049
869.223,0.5018,0.1686
869.423,0.4175,0.1322
869.624,0.3824,0.1053
869.824,0.4147,0.1228
870.024,0.6334,0.1082
870.224,0.5500,0.1472
870.425,0.8064,0.1810
870.625,0.6154,0.1343
870.826,1.1653,0.2092
871.026,0.7641,0.1923
871.227,0.4846,0.1288
871.428,0.3698,0.1176
871.628,0.3551,0.1587
871.829,0.5886,0.2697
872.030,0.7001,0.1783
872.231,0.4657,0.1511
872.431,0.5385,0.1476
